id,2,,,,,,,,,
log k,0.741522355,0.497075947,0.184974426,0.013216066,-0.140178703,,,,,
,,,,,,,,,,
id,11,,,,,,,,,
Names,diphenylamine,N-Phenylaniline,Anilinobenzene,N-Phenylbenzenamine,,,,,,
SMILES,c1ccc(cc1)Nc2ccccc2,,,,,,,,,
InChI,"InChI=1S/C12H11N/c1-3-7-11(8-4-1)13-12-9-5-2-6-10-12/h1-10,13H",,,,,,,,,
InChIKey,DMBHHRLKUKUOEG-UHFFFAOYSA-N,,,,,,,,,
IUPAC Name,N-Phenylaniline,,,,,,,,,
PubChem ID,11487,,,,,,,,,
ChemSpider ID,11003,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.3,0.4,0.5,0.6,0.7,0.8,0.9,,,
log k,1.916246881,1.36254097,0.90972539,0.575133646,0.277619237,-0.013908727,-0.206315242,,,
,,,,,,,,,,
id,878,,,,,,,,,
Names,(-)-Ephedrine hemisulfate,"(1R,2S)-2-methylamino-1-phenylpropan-1-ol",Ephedrine,l-Ephedrine,(-)-Ephedrine,Ephedrin,Ephedrol,,,
SMILES,C[C@@H]([C@@H](c1ccccc1)O)NC,,,,,,,,,
InChI,"InChI=1S/C10H15NO/c1-8(11-2)10(12)9-6-4-3-5-7-9/h3-8,10-12H,1-2H3/t8-,10-/m0/s1",,,,,,,,,
InChIKey,KWGRBVOPPLSCSI-WPRPVWTQSA-N,,,,,,,,,
IUPAC Name,"(1R,2S)-2-methylamino-1-phenylpropan-1-ol",,,,,,,,,
PubChem ID,9294,,,,,,,,,
ChemSpider ID,8935,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.05,0.1,0.2,0.3,,,,,,
log k,0.572905423,0.155887873,-0.547565737,-1.27995497,,,,,,
,,,,,,,,,,
id,13,,,,,,,,,
Names,Eugenol,2-Methoxy-4-prop-2-enylphenol,4-Allylguaiacol,4-Allyl-2-methoxyphenol,Eugenic acid,,,,,
SMILES,COc1cc(ccc1O)CC=C,,,,,,,,,
InChI,"InChI=1S/C10H12O2/c1-3-4-8-5-6-9(11)10(7-8)12-2/h3,5-7,11H,1,4H2,2H3",,,,,,,,,
InChIKey,RRAFCDWBNXTKKO-UHFFFAOYSA-N,,,,,,,,,
IUPAC Name,2-Methoxy-4-prop-2-enylphenol,,,,,,,,,
PubChem ID,3314,,,,,,,,,
ChemSpider ID,13876103,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.2,0.3,0.4,0.5,0.6,0.7,0.8,,,
log k,1.651065418,1.14561357,0.707083299,0.381781929,0.119844315,-0.104507195,-0.327823172,,,
,,,,,,,,,,
id,15,,,,,,,,,
Names,(-)-Inositol,"Cyclohexane-1,2,3,4,5,6-hexol",Myo-inositol,Inositol,Meso-Inositol,Scyllo-inositol,Muco-Inositol,,,
SMILES,C1(C(C(C(C(C1O)O)O)O)O)O,,,,,,,,,
InChI,InChI=1S/C6H12O6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-12H,,,,,,,,,
InChIKey,CDAISMWEOUEBRE-UHFFFAOYSA-N,,,,,,,,,
IUPAC Name,"cyclohexane-1,2,3,4,5,6-hexol",,,,,,,,,
PubChem ID,892,,,,,,,,,
ChemSpider ID,868,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.05,0.1,0.2,0.3,0.4,0.5,,,,
log k,1.270746656,0.939367957,0.438698841,0.109677346,-0.125766753,-0.336421971,,,,
,,,,,,,,,,
id,16,,,,,,,,,
Names,Kojic acid,5-hydroxy-2-(hydroxymethyl)pyran-4-one,5-Hydroxy-2-(hydroxymethyl)-4H-pyran-4-one,5-Hydroxy-2-(hydroxymethyl)-4-pyrone,"4H-pyran-4-one, 5-hydroxy-2-(hydroxymethyl)-",,,,,
SMILES,c1c(occ(c1=O)O)CO,,,,,,,,,
InChI,"InChI=1S/C6H6O4/c7-2-4-1-5(8)6(9)3-10-4/h1,3,7,9H,2H2",,,,,,,,,
InChIKey,BEJNERDRQOWKJM-UHFFFAOYSA-N,,,,,,,,,
IUPAC Name,5-hydroxy-2-(hydroxymethyl)pyran-4-one,,,,,,,,,
PubChem ID,3840,,,,,,,,,
ChemSpider ID,3708,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.05,0.1,0.2,,,,,,,
log k,-0.175564522,-0.51851394,-0.970811611,,,,,,,
,,,,,,,,,,
id,18,,,,,,,,,
Names,Orcinol,"5-methylbenzene-1,3-diol","3,5-Dihydroxytoluene",5-methylresorcinol,,,,,,
SMILES,Cc1cc(cc(c1)O)O,,,,,,,,,
InChI,"InChI=1S/C7H8O2/c1-5-2-6(8)4-7(9)3-5/h2-4,8-9H,1H3",,,,,,,,,
InChIKey,OIPPWFOQEKKFEE-UHFFFAOYSA-N,,,,,,,,,
IUPAC Name,"5-methylbenzene-1,3-diol",,,,,,,,,
PubChem ID,10436,,,,,,,,,
ChemSpider ID,13839080,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.05,0.1,0.2,0.3,0.4,0.5,0.6,,,
log k,1.338975881,0.776515488,0.30958499,-0.003604124,-0.265509296,-0.441208699,-0.613539809,,,
,,,,,,,,,,
id,19,,,,,,,,,
Names,"5-ethyl-4,6-dioxo-5-phenyl-1H-pyrimidin-2-olate","5-ethyl-5-phenyl-1,3-diazinane-2,4,6-trione",Phenobarbital,Luminal,Phenobarbitone,Phenobarbitol,Phenylethylbarbiturate,,,
SMILES,CCC1(C(=O)NC(=O)NC1=O)c2ccccc2,,,,,,,,,
InChI,"InChI=1S/C12H12N2O3/c1-2-12(8-6-4-3-5-7-8)9(15)13-11(17)14-10(12)16/h3-7H,2H2,1H3,(H2,13,14,15,16,17)",,,,,,,,,
InChIKey,DDBREPKUVSBGFI-UHFFFAOYSA-N,,,,,,,,,
IUPAC Name,"5-ethyl-5-phenyl-1,3-diazinane-2,4,6-trione",,,,,,,,,
PubChem ID,4763,,,,,,,,,
ChemSpider ID,4599,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.05,0.1,0.2,0.3,0.4,,,,,
log k,1.991290297,1.585503135,0.905674226,0.416901712,0.059838702,,,,,
,,,,,,,,,,
id,21,,,,,,,,,
Names,Pyrogallol,"Benzene-1,2,3-triol","1,2,3-Trihydroxybenzene",Pyrogallic acid,"1,2,3-benzenetriol",,,,,
SMILES,c1cc(c(c(c1)O)O)O,,,,,,,,,
InChI,"InChI=1S/C6H6O3/c7-4-2-1-3-5(8)6(4)9/h1-3,7-9H",,,,,,,,,
InChIKey,WQGWDDDVZFFDIG-UHFFFAOYSA-N,,,,,,,,,
IUPAC Name,"BENZENE-1,2,3-TRIOL",,,,,,,,,
PubChem ID,1057,,,,,,,,,
ChemSpider ID,13835557,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.05,0.1,,,,,,,,
log k,0.229336771,-0.310938284,,,,,,,,
,,,,,,,,,,
id,23,,,,,,,,,
Names,Ribitol,Xylitol,Adonitol,Xylite,D-Xylitol,,,,,
SMILES,C([C@H]([C@H]([C@H](CO)O)O)O)O,,,,,,,,,
InChI,"InChI=1S/C5H12O5/c6-1-3(8)5(10)4(9)2-7/h3-10H,1-2H2/t3-,4+,5-",,,,,,,,,
InChIKey,HEBKCHPVOIAQTA-ZXFHETKHSA-N,,,,,,,,,
IUPAC Name,D-Arabinitol - L-arabinitol,,,,,,,,,
PubChem ID,6912,,,,,,,,,
ChemSpider ID,10254628,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.05,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,
log k,1.338975881,0.98029391,0.457484344,0.118611754,-0.116790383,-0.332064229,-0.480914244,-0.602059991,-0.714033751,
,,,,,,,,,,
id,25,,,,,,,,,
Names,Strychnine,Strychnine,Strychnidin-10-one,(-)-Strychnine,,,,,,
SMILES,c1ccc2c(c1)[C@]34CCN5[C@H]3C[C@@H]6[C@@H]7[C@@H]4N2C(=O)C[C@@H]7OCC=C6C5,,,,,,,,,
InChI,"InChI=1S/C21H22N2O2/c24-18-10-16-19-13-9-17-21(6-7-22(17)11-12(13)5-8-25-16)14-3-1-2-4-15(14)23(18)20(19)21/h1-5,13,16-17,19-20H,6-11H2/t13-,16-,17-,19-,20-,21+/m0/s1",,,,,,,,,
InChIKey,QMGVPVSNSZLJIA-FVWCLLPLSA-N,,,,,,,,,
IUPAC Name,Strychnidin-10-one,,,,,,,,,
PubChem ID,441071,,,,,,,,,
ChemSpider ID,389877,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.05,0.1,0.2,0.3,,,,,,
log k,1.454181815,0.827485878,-0.093467767,-0.667812022,,,,,,
,,,,,,,,,,
id,26,,,,,,,,,
Names,Thymidine,"1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-methylpyrimidine-2,4-dione",2'-Deoxythymidine,Thymidin,5-Methyldeoxyuridine,,,,,
SMILES,Cc1cn(c(=O)[nH]c1=O)[C@H]2C[C@@H]([C@H](O2)CO)O,,,,,,,,,
InChI,"InChI=1S/C10H14N2O5/c1-5-3-12(10(16)11-9(5)15)8-2-6(14)7(4-13)17-8/h3,6-8,13-14H,2,4H2,1H3,(H,11,15,16)/t6-,7+,8+/m0/s1",,,,,,,,,
InChIKey,IQFYYKKMVGJFEH-XLPZGREQSA-N,,,,,,,,,
IUPAC Name,"1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-methylpyrimidine-2,4-dione",,,,,,,,,
PubChem ID,5789,,,,,,,,,
ChemSpider ID,5585,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,
log k,1.821074969,1.163784387,0.768472978,0.448653628,0.207383617,0.02566199,-0.115067983,-0.323826192,-0.478336065,
,,,,,,,,,,
id,32,,,,,,,,,
Names,Coumaric acid,3-(4-hydroxyphenyl)prop-2-enoic acid,(E)-3-(4-hydroxyphenyl)prop-2-enoic acid,p-Coumaric acid,p-Hydroxycinnamic acid,4-Hydroxycinnamic acid,4-Coumaric acid,trans-p-Coumaric acid,,
SMILES,c1cc(ccc1/C=C/C(=O)O)O,,,,,,,,,
InChI,"InChI=1S/C9H8O3/c10-8-4-1-7(2-5-8)3-6-9(11)12/h1-6,10H,(H,11,12)/b6-3+",,,,,,,,,
InChIKey,NGSWKAQJJWESNS-ZZXKWVIFSA-N,,,,,,,,,
IUPAC Name,"3-(4-hydroxyphenyl)prop-2-enoic acid(E)-3-(4-hydroxyphenyl)prop-2-enoic acid",,,,,,,,,
PubChem ID,637542,,,,,,,,,
ChemSpider ID,553148,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.05,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,
log k,1.46250783,1.037742278,0.383902427,-0.02883822,-0.339948062,-0.557570515,-0.734685557,-1.045196749,-1.265314443,
,,,,,,,,,,
id,33,,,,,,,,,
Names,Indole,1H-Indole,"2,3-Benzopyrrole",1-Benzazole,,,,,,
SMILES,c1ccc2c(c1)cc[nH]2,,,,,,,,,
InChI,"InChI=1S/C8H7N/c1-2-4-8-7(3-1)5-6-9-8/h1-6,9H",,,,,,,,,
InChIKey,SIKJAQJRHWYJAI-UHFFFAOYSA-N,,,,,,,,,
IUPAC Name,1H-Indole,,,,,,,,,
PubChem ID,798,,,,,,,,,
ChemSpider ID,776,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.1,0.2,0.3,0.4,,,,,,
log k,1.733544101,1.353247762,0.966862445,0.620879328,,,,,,
,,,,,,,,,,
id,34,,,,,,,,,
Names,_-Phenylacetic acid,2-Phenylacetic acid,Phenylacetic acid,Benzeneacetic acid,alpha-Toluic acid,Phenylacetate,,,,
SMILES,c1ccc(cc1)CC(=O)O,,,,,,,,,
InChI,"InChI=1S/C8H8O2/c9-8(10)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,9,10)",,,,,,,,,
InChIKey,WLJVXDMOQOGPHL-UHFFFAOYSA-N,,,,,,,,,
IUPAC Name,2-Phenylacetic acid,,,,,,,,,
PubChem ID,999,,,,,,,,,
ChemSpider ID,10181341,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.05,0.1,0.2,0.3,0.4,0.5,0.6,,,
log k,1.63607817,1.329561726,0.788751376,0.391092882,0.061237002,-0.151478754,-0.264513162,,,
,,,,,,,,,,
id,35,,,,,,,,,
Names,1-Naphthaleneacetamide,2-Naphthalen-1-ylacetamide,1-Naphthylacetamide,Rootone,2-(1-Naphthyl)acetamide,,,,,
SMILES,c1ccc2c(c1)cccc2CC(=O)N,,,,,,,,,
InChI,"InChI=1S/C12H11NO/c13-12(14)8-10-6-3-5-9-4-1-2-7-11(9)10/h1-7H,8H2,(H2,13,14)",,,,,,,,,
InChIKey,XFNJVKMNNVCYEK-UHFFFAOYSA-N,,,,,,,,,
IUPAC Name,2-naphthalen-1-ylacetamide,,,,,,,,,
PubChem ID,6861,,,,,,,,,
ChemSpider ID,6600,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,,
log k,1.78823349,1.038831098,0.471832357,0.089400411,-0.173566284,-0.357934847,-0.549786708,-0.680745184,,
,,,,,,,,,,
id,36,,,,,,,,,
Names,Stearic acid,Octadecanoic acid,Stearophanic acid,n-Octadecanoic acid,,,,,,
SMILES,CCCCCCCCCCCCCCCCCC(=O)O,,,,,,,,,
InChI,"InChI=1S/C18H36O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h2-17H2,1H3,(H,19,20)",,,,,,,,,
InChIKey,QIQXTHQIDYTFRH-UHFFFAOYSA-N,,,,,,,,,
IUPAC Name,Octadecanoic acid,,,,,,,,,
PubChem ID,5281,,,,,,,,,
ChemSpider ID,5091,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.7,0.8,0.9,,,,,,,
log k,1.757819593,1.319789918,0.880491535,,,,,,,
,,,,,,,,,,
id,40,,,,,,,,,
Names,"(2S)-2-[2-(2,4-dichlorophenoxy)acetamido]-3-methylbutanoic acid","(2S)-2-[[2-(2,4-dichlorophenoxy)acetyl]amino]-3-methylbutanoic acid",,,,,,,,
SMILES,Clc1cc(Cl)ccc1OCC(=O)N[C@H](C(=O)O)C(C)C,,,,,,,,,
InChI,"InChI=1S/C13H15Cl2NO4/c1-7(2)12(13(18)19)16-11(17)6-20-10-4-3-8(14)5-9(10)15/h3-5,7,12H,6H2,1-2H3,(H,16,17)(H,18,19)/t12-/m0/s1",,,,,,,,,
InChIKey,GPBUKZZLRKVOJZ-LBPRGKRZSA-N,,,,,,,,,
IUPAC Name,"(2S)-2-[[2-(2,4-dichlorophenoxy)acetyl]amino]-3-methylbutanoic acid",,,,,,,,,
PubChem ID,6999948,,,,,,,,,
ChemSpider ID,5367462,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.3,0.4,0.5,0.6,0.7,0.8,0.9,,,
log k,1.690106994,1.031408464,0.54552351,0.19844285,-0.094372745,-0.347414626,-0.490694062,,,
,,,,,,,,,,
id,41,,,,,,,,,
Names,"2-[2-(2,4-dichlorophenoxy)acetamido]-3-methylpentanoic acid","2-[[2-(2,4-dichlorophenoxy)acetyl]amino]-3-methylpentanoic acid","Isoleucine, N-(2,4-dichlorophenoxyacetyl)-, DL-","DL-N-(2,4-dichlorophenoxyacetyl)isoleucine","L-Isoleucine, N-[(2,4-dichlorophenoxy)acetyl]-",,,,,
SMILES,CCC(C)C(C(=O)O)NC(=O)COc1ccc(cc1Cl)Cl,,,,,,,,,
InChI,"InChI=1S/C14H17Cl2NO4/c1-3-8(2)13(14(19)20)17-12(18)7-21-11-5-4-9(15)6-10(11)16/h4-6,8,13H,3,7H2,1-2H3,(H,17,18)(H,19,20)",,,,,,,,,
InChIKey,UGEZCBHKUBUEIT-UHFFFAOYSA-N,,,,,,,,,
IUPAC Name,"2-[[2-(2,4-dichlorophenoxy)acetyl]amino]-3-methylpentanoic acid",,,,,,,,,
PubChem ID,45095,,,,,,,,,
ChemSpider ID,41019,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.3,0.4,0.5,0.6,,,,,,
log k,1.982827839,1.258465171,0.739227278,0.374057647,,,,,,
,,,,,,,,,,
id,42,,,,,,,,,
Names,"(2S)-2-[2-(2,4-dichlorophenoxy)acetamido]propanoic acid","(2S)-2-[[2-(2,4-dichlorophenoxy)acetyl]amino]propanoic acid","N-[(2,4-Dichlorophenoxy)acetyl]alanine",,,,,,,
SMILES,C[C@@H](C(=O)O)NC(=O)COc1ccc(cc1Cl)Cl,,,,,,,,,
InChI,"InChI=1S/C11H11Cl2NO4/c1-6(11(16)17)14-10(15)5-18-9-3-2-7(12)4-8(9)13/h2-4,6H,5H2,1H3,(H,14,15)(H,16,17)/t6-/m0/s1",,,,,,,,,
InChIKey,SHQGIYUBFHJOPP-LURJTMIESA-N,,,,,,,,,
IUPAC Name,"(2S)-2-[[2-(2,4-dichlorophenoxy)acetyl]amino]propanoic acid",,,,,,,,,
PubChem ID,721336,,,,,,,,,
ChemSpider ID,629687,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,,
log k,1.781379933,1.055586219,0.52312971,0.152610163,-0.104619585,-0.357581495,-0.59343542,-0.793128406,,
,,,,,,,,,,
id,1660,,,,,,,,,
Names,"2-(2',4',5'-trichlorophenoxyl)-N-propionyl-DL-Threonine",,,,,,,,,
SMILES,,,,,,,,,,
InChI,,,,,,,,,,
InChIKey,Unknown 1,,,,,,,,,
IUPAC Name,,,,,,,,,,
PubChem ID,,,,,,,,,,
ChemSpider ID,,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,,
log k,1.749868888,0.962502139,0.381568903,-0.011581873,-0.275075804,-0.511252577,-0.710316514,-0.895790748,,
,,,,,,,,,,
id,1661,,,,,,,,,
Names,"2-(2',4',5'-trichlorophenoxyl)-N-propionyl-L-alanine",,,,,,,,,
SMILES,,,,,,,,,,
InChI,,,,,,,,,,
InChIKey,Unknown 2,,,,,,,,,
IUPAC Name,,,,,,,,,,
PubChem ID,,,,,,,,,,
ChemSpider ID,,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.3,0.4,0.5,0.6,0.7,0.8,0.9,,,
log k,1.530246875,0.916530014,0.479653591,0.180736164,-0.108423649,-0.369639159,-0.553368067,,,
,,,,,,,,,,
id,1662,,,,,,,,,
Names,"2-(2',4',5'-trichlorophenoxyl)-N-propionyl-D-alanine",,,,,,,,,
SMILES,,,,,,,,,,
InChI,,,,,,,,,,
InChIKey,Unknown 3,,,,,,,,,
IUPAC Name,,,,,,,,,,
PubChem ID,,,,,,,,,,
ChemSpider ID,,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.3,0.4,0.5,0.6,0.7,0.8,0.9,,,
log k,1.518918123,0.906362992,0.480914244,0.177791044,-0.100725216,-0.320108956,-0.429271368,,,
,,,,,,,,,,
id,46,,,,,,,,,
Names,"4-(methylsulfanyl)-2-[2-(2,4,5-trichlorophenoxy)acetamido]butanoic acid","(2S)-4-methylsulfanyl-2-[[2-(2,4,5-trichlorophenoxy)acetyl]amino]butanoic acid",,,,,,,,
SMILES,CSCC[C@@H](C(=O)O)NC(=O)COc1cc(c(cc1Cl)Cl)Cl,,,,,,,,,
InChI,"InChI=1S/C13H14Cl3NO4S/c1-22-3-2-10(13(19)20)17-12(18)6-21-11-5-8(15)7(14)4-9(11)16/h4-5,10H,2-3,6H2,1H3,(H,17,18)(H,19,20)/t10-/m0/s1",,,,,,,,,
InChIKey,XUYMJJZDPPYHOJ-JTQLQIEISA-N,,,,,,,,,
IUPAC Name,"(2S)-4-methylsulfanyl-2-[[2-(2,4,5-trichlorophenoxy)acetyl]amino]butanoic acid",,,,,,,,,
PubChem ID,21139555,,,,,,,,,
ChemSpider ID,20000617,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.3,0.4,0.5,0.6,0.7,0.8,0.9,,,
log k,1.790803917,1.101541071,0.61887349,0.28143444,-0.034234858,-0.297312759,-0.373356395,,,
,,,,,,,,,,
id,47,,,,,,,,,
Names,"(2S)-2-[2-(2,4,5-trichlorophenoxy)acetamido]butanedioic acid","(2S)-2-[[2-(2,4,5-trichlorophenoxy)acetyl]amino]butanedioic acid","N-((2,4,5-Trichlorophenoxy)acetyl)-L-aspartic acid",,,,,,,
SMILES,c1c(c(cc(c1Cl)Cl)Cl)OCC(=O)N[C@@H](CC(=O)O)C(=O)O,,,,,,,,,
InChI,"InChI=1S/C12H10Cl3NO6/c13-5-1-7(15)9(2-6(5)14)22-4-10(17)16-8(12(20)21)3-11(18)19/h1-2,8H,3-4H2,(H,16,17)(H,18,19)(H,20,21)/t8-/m0/s1",,,,,,,,,
InChIKey,XEEZBVPTMWJHAU-QMMMGPOBSA-N,,,,,,,,,
IUPAC Name,"(2S)-2-[[2-(2,4,5-trichlorophenoxy)acetyl]amino]butanedioic acid",,,,,,,,,
PubChem ID,149864,,,,,,,,,
ChemSpider ID,132101,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.2,0.3,0.4,0.5,0.6,0.7,0.8,,,
log k,1.75583378,0.966862445,0.387553936,-0.027521074,-0.33282183,-0.585904113,-0.7946374,,,
,,,,,,,,,,
id,1663,,,,,,,,,
Names,"N-(2,4,5-trichlorophenoxyacetyl)-DL-threonine",,,,,,,,,
SMILES,,,,,,,,,,
InChI,,,,,,,,,,
InChIKey,Unknown 4,,,,,,,,,
IUPAC Name,,,,,,,,,,
PubChem ID,,,,,,,,,,
ChemSpider ID,,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,,
log k,1.899076812,1.093988739,0.51695617,0.136219747,-0.10659728,-0.362107852,-0.565101822,-0.733629307,,
,,,,,,,,,,
id,49,,,,,,,,,
Names,1-ethyl-3H-indol-2-one,1-Ethyloxindole,N-Ethyloxindole,"1-Ethyl-1,3-dihydro-2H-indol-2-one",1-Ethyl-2-indolinone,,,,,
SMILES,CCN1c2ccccc2CC1=O,,,,,,,,,
InChI,"InChI=1S/C10H11NO/c1-2-11-9-6-4-3-5-8(9)7-10(11)12/h3-6H,2,7H2,1H3",,,,,,,,,
InChIKey,VSMXLKGFTKFOSB-UHFFFAOYSA-N,,,,,,,,,
IUPAC Name,1-ethyl-3H-indol-2-one,,,,,,,,,
PubChem ID,66135,,,,,,,,,
ChemSpider ID,59523,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,
log k,1.783740797,1.107045322,0.633919612,0.30662585,0.073428917,-0.111523169,-0.289781452,-0.445915414,-0.49346422,
,,,,,,,,,,
id,50,,,,,,,,,
Names,Oxindole,"1,3-Dihydroindol-2-one",Indolin-2-one,2-Indolinone,2-Oxindole,,,,,
SMILES,c1ccc2c(c1)CC(=O)N2,,,,,,,,,
InChI,"InChI=1S/C8H7NO/c10-8-5-6-3-1-2-4-7(6)9-8/h1-4H,5H2,(H,9,10)",,,,,,,,,
InChIKey,JYGFTBXVXVMTGB-UHFFFAOYSA-N,,,,,,,,,
IUPAC Name,"1,3-Dihydroindol-2-one",,,,,,,,,
PubChem ID,321710,,,,,,,,,
ChemSpider ID,284794,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.05,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,
log k,1.3589214,1.004982401,0.435139696,0.054786807,-0.185636577,-0.375663614,-0.514445578,-0.629334076,-0.722035308,
,,,,,,,,,,
id,51,,,,,,,,,
